# Detailed NYC marathon course track derived from the 2024 TCS New York City Marathon GPX track and used to keep the rendered course aligned with the official NYRR map when public routers are unavailable.
40.771640,-73.969480
40.771510,-73.969670
40.771430,-73.969810
40.771240,-73.970240
40.771120,-73.970510
40.771010,-73.970690
40.770890,-73.970820
40.770810,-73.970890
40.770600,-73.971010
40.770190,-73.971210
40.770060,-73.971300
40.769940,-73.971410
40.769820,-73.971580
40.769680,-73.971820
40.769530,-73.972240
40.769450,-73.972470
40.769350,-73.972600
40.769170,-73.972770
40.768850,-73.972950
40.768450,-73.973070
40.768150,-73.973130
40.767790,-73.973140
40.767430,-73.973100
40.767380,-73.973090
40.767180,-73.973030
40.766880,-73.972910
40.766580,-73.972700
40.766430,-73.972610
40.766240,-73.972550
40.766080,-73.972560
40.765790,-73.972680
40.765710,-73.972750
40.764601,-73.973615
40.765628,-73.976072
40.767631,-73.980808
40.767846,-73.981162
40.767990,-73.981150
40.768140,-73.981140
40.768240,-73.981170
40.768330,-73.981220
40.768460,-73.980950
40.768630,-73.980510
40.768710,-73.980310
40.768780,-73.980210
40.768860,-73.980090
40.768900,-73.979950
40.769030,-73.979980
40.769120,-73.979980
40.769270,-73.979900
40.769630,-73.979690
40.769830,-73.979530
40.770070,-73.979300
40.770620,-73.978700
40.770960,-73.978260
40.771180,-73.977910
40.771480,-73.977450
40.771620,-73.977290
40.771830,-73.977090
40.772110,-73.976890
40.772310,-73.976780
40.772660,-73.976640
40.772900,-73.976550
